image_name,cell_index,move_number,side,row,column,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,detection_bbox_x_min,detection_bbox_y_min,detection_bbox_x_max,detection_bbox_y_max,ink_ratio,detected_non_empty,after_cutoff,saved,reject_reason,file_name
012_0.png,45,23,white,22,0,17,1256,356,1318,112,1267,342,1307,0.063191,True,False,True,,012_0_cell_045_move_23_white.png
012_0.png,46,23,black,22,1,358,1249,693,1309,371,1260,680,1298,0.048630,True,False,True,,012_0_cell_046_move_23_black.png
012_0.png,47,24,white,23,0,17,1313,356,1374,112,1324,342,1363,0.051384,True,False,True,,012_0_cell_047_move_24_white.png
012_0.png,48,24,black,23,1,357,1307,693,1365,370,1317,680,1355,0.069796,True,False,True,,012_0_cell_048_move_24_black.png
012_0.png,49,25,white,24,0,17,1370,355,1430,112,1381,341,1419,0.106049,True,False,True,,012_0_cell_049_move_25_white.png
012_0.png,50,25,black,24,1,357,1363,693,1421,370,1373,680,1411,0.049407,True,False,True,,012_0_cell_050_move_25_black.png
012_0.png,51,26,white,25,0,17,1426,355,1486,112,1437,341,1475,0.096268,True,False,True,,012_0_cell_051_move_26_white.png
012_0.png,52,26,black,25,1,356,1419,693,1479,369,1430,680,1468,0.065772,True,False,True,,012_0_cell_052_move_26_black.png
012_0.png,53,27,white,26,0,17,1483,354,1542,111,1494,341,1531,0.147446,True,False,True,,012_0_cell_053_move_27_white.png
012_0.png,54,27,black,26,1,356,1476,693,1535,369,1487,680,1524,0.048854,True,False,True,,012_0_cell_054_move_27_black.png
012_0.png,55,28,white,27,0,17,1540,354,1598,111,1550,341,1588,0.148713,True,False,True,,012_0_cell_055_move_28_white.png
012_0.png,56,28,black,27,1,356,1533,693,1591,369,1543,680,1581,0.077207,True,False,True,,012_0_cell_056_move_28_black.png
012_0.png,57,29,white,28,0,17,1596,354,1656,111,1607,341,1645,0.102216,True,False,True,,012_0_cell_057_move_29_white.png
012_0.png,58,29,black,28,1,356,1590,693,1649,369,1601,680,1638,0.009227,False,False,False,blank,
012_0.png,59,30,white,29,0,16,1654,354,1714,111,1665,340,1703,0.002445,False,True,False,after_cutoff,
012_0.png,60,30,black,29,1,356,1649,693,1707,369,1659,680,1697,0.000000,False,True,False,after_cutoff,
012_0.png,61,31,white,0,2,694,20,1029,69,788,29,1016,60,0.000000,False,True,False,after_cutoff,
012_0.png,62,31,black,0,3,1031,12,1374,62,1045,21,1360,53,0.000000,False,True,False,after_cutoff,
012_0.png,63,32,white,1,2,694,66,1029,127,788,77,1016,116,0.000000,False,True,False,after_cutoff,
012_0.png,64,32,black,1,3,1031,58,1375,120,1045,69,1361,109,0.000000,False,True,False,after_cutoff,
012_0.png,65,33,white,2,2,694,124,1029,184,788,135,1016,173,0.000000,False,True,False,after_cutoff,
012_0.png,66,33,black,2,3,1030,115,1375,176,1044,126,1361,165,0.000000,False,True,False,after_cutoff,
012_0.png,67,34,white,3,2,694,181,1029,239,788,191,1016,229,0.000000,False,True,False,after_cutoff,
012_0.png,68,34,black,3,3,1030,171,1375,231,1044,182,1361,220,0.000000,False,True,False,after_cutoff,
012_0.png,69,35,white,4,2,694,235,1029,298,788,246,1016,287,0.000000,False,True,False,after_cutoff,
012_0.png,70,35,black,4,3,1030,226,1375,291,1044,238,1361,279,0.000000,False,True,False,after_cutoff,
012_0.png,71,36,white,5,2,694,295,1028,354,788,306,1015,343,0.000000,False,True,False,after_cutoff,
012_0.png,72,36,black,5,3,1030,285,1375,346,1044,296,1361,335,0.000000,False,True,False,after_cutoff,
012_0.png,73,37,white,6,2,695,350,1028,410,788,361,1015,399,0.000000,False,True,False,after_cutoff,
012_0.png,74,37,black,6,3,1030,341,1375,402,1044,352,1361,391,0.000000,False,True,False,after_cutoff,
012_0.png,75,38,white,7,2,695,406,1029,467,789,417,1016,456,0.000000,False,True,False,after_cutoff,
012_0.png,76,38,black,7,3,1030,397,1375,460,1044,408,1361,449,0.000000,False,True,False,after_cutoff,
012_0.png,77,39,white,8,2,695,464,1028,521,788,474,1015,511,0.000000,False,True,False,after_cutoff,
012_0.png,78,39,black,8,3,1030,456,1375,514,1044,466,1361,504,0.000000,False,True,False,after_cutoff,
012_0.png,79,40,white,9,2,695,518,1028,577,788,529,1015,566,0.000000,False,True,False,after_cutoff,
012_0.png,80,40,black,9,3,1029,510,1374,570,1043,521,1360,559,0.000000,False,True,False,after_cutoff,
012_0.png,81,41,white,10,2,695,575,1028,632,788,585,1015,622,0.000000,False,True,False,after_cutoff,
012_0.png,82,41,black,10,3,1029,567,1374,626,1043,578,1360,615,0.000000,False,True,False,after_cutoff,
012_0.png,83,42,white,11,2,695,631,1027,689,788,641,1014,679,0.000000,False,True,False,after_cutoff,
012_0.png,84,42,black,11,3,1028,623,1373,683,1042,634,1359,672,0.000000,False,True,False,after_cutoff,
012_0.png,85,43,white,12,2,695,688,1027,745,788,698,1014,735,0.000000,False,True,False,after_cutoff,
012_0.png,86,43,black,12,3,1028,681,1373,738,1042,691,1359,728,0.000000,False,True,False,after_cutoff,
012_0.png,87,44,white,13,2,695,743,1027,800,788,753,1014,790,0.000000,False,True,False,after_cutoff,
012_0.png,88,44,black,13,3,1028,736,1373,794,1042,746,1359,784,0.000000,False,True,False,after_cutoff,
012_0.png,89,45,white,14,2,695,798,1027,856,788,808,1014,846,0.000000,False,True,False,after_cutoff,
012_0.png,90,45,black,14,3,1028,792,1373,850,1042,802,1359,840,0.000000,False,True,False,after_cutoff,
012_0.png,91,46,white,15,2,695,854,1026,911,788,864,1013,901,0.000000,False,True,False,after_cutoff,
012_0.png,92,46,black,15,3,1028,849,1372,906,1042,859,1358,896,0.000000,False,True,False,after_cutoff,
012_0.png,93,47,white,16,2,695,910,1026,966,788,920,1013,956,0.000000,False,True,False,after_cutoff,
012_0.png,94,47,black,16,3,1028,905,1372,961,1042,915,1358,951,0.000000,False,True,False,after_cutoff,
012_0.png,95,48,white,17,2,695,965,1027,1022,788,975,1014,1012,0.000000,False,True,False,after_cutoff,
012_0.png,96,48,black,17,3,1028,961,1372,1017,1042,971,1358,1007,0.000000,False,True,False,after_cutoff,
012_0.png,97,49,white,18,2,695,1021,1027,1078,788,1031,1014,1068,0.000000,False,True,False,after_cutoff,
012_0.png,98,49,black,18,3,1029,1017,1372,1073,1043,1027,1358,1063,0.000000,False,True,False,after_cutoff,
012_0.png,99,50,white,19,2,695,1077,1027,1133,788,1087,1014,1123,0.000000,False,True,False,after_cutoff,
012_0.png,100,50,black,19,3,1029,1073,1372,1128,1043,1083,1358,1118,0.000000,False,True,False,after_cutoff,
012_0.png,101,51,white,20,2,695,1132,1027,1190,788,1142,1014,1180,0.000000,False,True,False,after_cutoff,
012_0.png,102,51,black,20,3,1029,1129,1373,1185,1043,1139,1359,1175,0.000000,False,True,False,after_cutoff,
012_0.png,103,52,white,21,2,695,1189,1027,1245,788,1199,1014,1235,0.000000,False,True,False,after_cutoff,
012_0.png,104,52,black,21,3,1030,1187,1373,1240,1044,1197,1359,1230,0.000000,False,True,False,after_cutoff,
012_0.png,105,53,white,22,2,695,1245,1027,1302,788,1255,1014,1292,0.000000,False,True,False,after_cutoff,
012_0.png,106,53,black,22,3,1030,1242,1373,1298,1044,1252,1359,1288,0.000000,False,True,False,after_cutoff,
012_0.png,107,54,white,23,2,695,1302,1028,1358,788,1312,1015,1348,0.000000,False,True,False,after_cutoff,
012_0.png,108,54,black,23,3,1030,1300,1374,1354,1044,1310,1360,1344,0.000000,False,True,False,after_cutoff,
012_0.png,109,55,white,24,2,695,1359,1028,1414,788,1369,1015,1404,0.000000,False,True,False,after_cutoff,
012_0.png,110,55,black,24,3,1031,1357,1374,1410,1045,1367,1360,1400,0.000000,False,True,False,after_cutoff,
012_0.png,111,56,white,25,2,695,1415,1028,1471,788,1425,1015,1461,0.000000,False,True,False,after_cutoff,
012_0.png,112,56,black,25,3,1031,1413,1374,1466,1045,1423,1360,1456,0.000000,False,True,False,after_cutoff,
012_0.png,113,57,white,26,2,695,1472,1029,1528,789,1482,1016,1518,0.000000,False,True,False,after_cutoff,
012_0.png,114,57,black,26,3,1032,1471,1375,1525,1046,1481,1361,1515,0.000000,False,True,False,after_cutoff,
012_0.png,115,58,white,27,2,696,1530,1029,1585,789,1540,1016,1575,0.000000,False,True,False,after_cutoff,
012_0.png,116,58,black,27,3,1033,1529,1376,1582,1047,1539,1362,1572,0.000000,False,True,False,after_cutoff,
012_0.png,117,59,white,28,2,695,1587,1030,1643,789,1597,1017,1633,0.000000,False,True,False,after_cutoff,
012_0.png,118,59,black,28,3,1034,1585,1376,1641,1048,1595,1362,1631,0.000000,False,True,False,after_cutoff,
012_0.png,119,60,white,29,2,695,1646,1031,1702,789,1656,1018,1692,0.000000,False,True,False,after_cutoff,
012_0.png,120,60,black,29,3,1034,1644,1377,1700,1048,1654,1363,1690,0.000000,False,True,False,after_cutoff,
